,bill_id,long_title,bill_status
12613,13SBN-2518,urban development housing,Passed
12614,13SBN-2517,strengthening voluntary arbitration preferential mode labor dispute settlement g f new labor,Pending
12615,13SBN-2516,land administration,Pending
12616,13SBN-2515,grant family temporary medical leave certain,Pending
12617,13SBN-2514,mandatory security inspection safety shopping public country,Pending
12618,13SBN-2513,supervision control city bureau jail management penology local,Pending
12619,13SBN-2512,unlawful form cheating civil service unauthorized possession civil service commission exclusive jurisdiction private,Passed
12620,13SBN-2511,international humanitarian serious international universal jurisdiction special related,Pending
12621,13SBN-2510,civil service eligibility contractual coterminous total efficient service,Pending
12623,13SBN-2508,imposition exaction fee parking shopping similar business commercial,Pending
12624,13SBN-2507,strengthening hazing initiation,Pending
12625,13SBN-2506,proceeds development lease,Pending
12626,13SBN-2505,waiver retirement age requirement least twenty service service insurance,Pending
12627,13SBN-2504,open high school system,Pending
12628,13SBN-2503,increasing tax idle local,Pending
12629,13SBN-2502,divulge identity hired foreign nature work compensation case violation,Pending
12630,13SBN-2501,strengthening regulatory overseas employment administration improving higher standard protection promotion welfare migrant overseas distress migrant overseas,Pending
12631,13SBN-2500,medical professional organization,Pending
12632,13SBN-2499,comprehensive screening childbirth,Pending
12633,13SBN-2498,medical association medical professional organization,Pending
12634,13SBN-2497,additional protection thereby chapter labor,Pending
12635,13SBN-2496,omnibus job classification compensation standardization system civil service,Pending
12636,13SBN-2495,omnibus job classification compensation standardization system civil service,Pending
12637,13SBN-2494,bureau internal revenue exclusively investigate prosecute handle chapter tax reform,Pending
12638,13SBN-2493,breastfeeding center barangay country,Pending
12639,13SBN-2492,meat disclose place,Pending
12640,13SBN-2491,declare working nonworking special respective commemorate significant historic,Pending
12641,13SBN-2490,breastfeeding violation,Pending
12642,13SBN-2489,special economic zone province,Pending
12643,13SBN-2488,educational access install technology blocking obscene violent,Pending
12644,13SBN-2487,ensure regulation training country quality education profession,Pending
12645,13SBN-2486,health research system selected allocate gross annual income charge additional health research development r,Pending
12646,13SBN-2485,land resource administration,Pending
12647,13SBN-2484,medical research facility search dengue malaria yellow fever local virus,Pending
12648,13SBN-2483,proceeds development lease,Pending
12649,13SBN-2482,placement,Pending
12650,13SBN-2481,establishment desk educational,Pending
12651,13SBN-2480,create system registration notification sex penalty noncompliance,Pending
12652,13SBN-2479,revenue administration collection amnesty unpaid internal revenue taxable prior,Pending
12653,13SBN-2478,bureau hazardous environmental disease registry,Pending
12654,13SBN-2477,exempt publisher editor reporter publication revealing source news information confidence coverage broadcast news,Pending
12655,13SBN-2476,textbook procurement department education regional textbook procurement regional autonomous region book industry development,Pending
12657,13SBN-2474,commission good,Pending
12658,13SBN-2473,prevention sight visual country,Pending
12659,13SBN-2472,special economic zone free port province northern covering,Pending
12660,13SBN-2471,proceeds development lease,Pending
12661,13SBN-2470,enlarging organizational structure court tax certain court tax,Pending
12662,13SBN-2469,advance develop professional amateur boxing boxing academy amusement board gab,Pending
12663,13SBN-2468,provincial water,Pending
12664,13SBN-2467,execution final labor commission labor thereby labor,Pending
12665,13SBN-2466,strengthening constitutional right labor,Passed
12666,13SBN-2465,system prostitution imposing protective support vagrancy,Pending
12667,13SBN-2464,protection motor imposing,Pending
12668,13SBN-2463,mandatory service marine academy,Pending
12669,13SBN-2462,declare cerebral palsy awareness protection,Pending
12670,13SBN-2461,book labor additional protection domestic,Pending
12671,13SBN-2460,uplifting standard interior design interior design,Pending
12673,13SBN-2458,local housing board first third class,Pending
12674,13SBN-2457,converting polytechnic state college province state university peninsula state university state college satellite campus province,Pending
12675,13SBN-2456,safety similar flood drainage governmental,Pending
12676,13SBN-2455,local earmark portion internal revenue free indigent,Pending
12677,13SBN-2454,funeral,Pending
12678,13SBN-2453,charter enhance amusement gaming corporation,Pending
12679,13SBN-2452,strengthen rationalize authority amusement gaming corporation enhance growth gaming industry charter,Pending
12680,13SBN-2451,city province lone congressional district,Pending
12681,13SBN-2450,safety riding motor,Pending
12682,13SBN-2449,intellectual property asset management council,Pending
12683,13SBN-2448,qualified senior twenty percent discount gasoline kerosene petroleum gas petroleum,Pending
12684,13SBN-2447,institute competitive comprehensive mathematics science fellowship global competitiveness,Pending
12685,13SBN-2446,governing abandoned motor derelict motor,Pending
12686,13SBN-2445,automobile release vehicle repair information vehicle,Pending
12687,13SBN-2444,prohibit minor possessing tobacco,Pending
12688,13SBN-2443,state university excluding coverage polytechnic university campus,Pending
12689,13SBN-2442,additional regional trial court province city paragraph judiciary reorganization,Pending
12690,13SBN-2441,commercial,Pending
12691,13SBN-2440,establishment public library barangay,Pending
12692,13SBN-2439,economic appropriate mechanism,Pending
12693,13SBN-2438,department interior local establishment jail facility metropolitan highly country,Pending
12694,13SBN-2437,medical association medical professional organization,Pending
12695,13SBN-2436,independent power generation energy resource remit amount aside financial benefit directly host,Pending
12696,13SBN-2435,penalize malicious telecommunication device,Pending
12697,13SBN-2434,promote mandatory riding roller roller,Pending
12698,13SBN-2433,financial aid deserving higher education,Pending
12699,13SBN-2432,promote environmental awareness june environment day environmental education elementary high school,Pending
12700,13SBN-2431,limiting authority given commissioner bureau internal revenue encourage active participation real property certain internal revenue,Pending
12701,13SBN-2430,migrant overseas,Pending
12702,13SBN-2429,high school barangay province high school,Pending
12703,13SBN-2428,high school barangay province high school,Pending
12704,13SBN-2427,cordillera authority,Pending
12705,13SBN-2426,citizenship,Pending
12706,13SBN-2425,province,Pending
12707,13SBN-2424,converting high school high school high school,Pending
12708,13SBN-2423,converting provincial high school science high school science high school,Pending
12709,13SBN-2422,prohibit issuance manufacture sale false academic,Pending
12710,13SBN-2421,unsafe storage,Pending
12711,13SBN-2420,food comply sanitation,Pending
12712,13SBN-2419,disclosure personal wireless,Pending
12713,13SBN-2418,advertisement display sale preparation serving halal food,Pending
12714,13SBN-2417,independent power generation energy resource remit amount aside financial benefit directly host community,Pending
12716,13SBN-2415,former employment,Pending
12717,13SBN-2414,independent power generation energy resource remit amount aside financial benefit directly host community,Pending
12718,13SBN-2413,text graphic similar mobile medium business entity,Pending
12719,13SBN-2412,expanding coverage college student student voucher system private education student financial assistance certain know expanded assistance private education,Pending
12720,13SBN-2411,grant administration fiscal nonfiscal,Pending
12721,13SBN-2410,false fraudulent advertising,Pending
12722,13SBN-2409,resolution electoral,Pending
12723,13SBN-2408,independent power generation energy resource remit amount aside financial benefit directly host,Pending
12724,13SBN-2407,pilferage theft unauthorized interconnection reception signal service cable television cable system network unauthorized installation access connection cable equipment,Pending
12725,13SBN-2406,unauthorized exploitation interconnection reception signal service cable television cable system network,Pending
12726,13SBN-2405,commission torture involuntary disappearance custodial investigation jurisdiction commission human conduct preliminary investigation violation custodial accused,Pending
12727,13SBN-2404,air force academy,Pending
12728,13SBN-2403,nutrient,Pending
12729,13SBN-2402,establish junior police,Pending
12730,13SBN-2401,consultative commission,Pending
12731,13SBN-2400,income taxation new subsection l internal revenue,Pending
12732,13SBN-2399,public specially designed disabled access information library research,Pending
12733,13SBN-2398,creation training livelihood employment nationwide,Pending
12734,13SBN-2397,overseas employment agency include overseas employment mandatory teaching basic,Pending
12735,13SBN-2396,certain hundred welfare overseas,Pending
12736,13SBN-2395,credit assistance overseas,Pending
12737,13SBN-2394,illegal recruitment migrant overseas,Pending
12738,13SBN-2393,create respect unique electronic equipment mobile wireless,Pending
12739,13SBN-2392,cancer drug repository,Pending
12740,13SBN-2391,various probation,Pending
12741,13SBN-2390,paragraph,Pending
12742,13SBN-2389,strengthen solicitor general expanding bureaucracy employee,Pending
12743,13SBN-2388,paragraph bail certain city criminal penalty higher correctional fine twenty,Pending
12744,13SBN-2387,promote govern development voice protocol,Pending
12745,13SBN-2386,preservation cultivation heritage overseas teaching language history assistance establishment operation abroad trust,Pending
12746,13SBN-2385,transfer science technology practice overseas,Pending
12747,13SBN-2384,modernization school health nutrition department education appropriation,Pending
12748,13SBN-2383,strengthening education system assistance education establishment assistance education,Pending
12749,13SBN-2382,open high school system,Pending
12750,13SBN-2381,pandemic preparedness plan,Pending
12751,13SBN-2380,educational commercial maintain athletic allow join selection pool formation compete international sport violation,Pending
12752,13SBN-2379,setting higher protection migrant institute overseas employment establish higher standard protection promotion welfare migrant overseas distress,Pending
12753,13SBN-2378,health day,Pending
12754,13SBN-2377,standardization compensation health service,Pending
12755,13SBN-2376,disposition agricultural good certain tariff custom,Pending
12756,13SBN-2375,preschool public education system formation curriculum public preschool elementary high school education,Pending
12757,13SBN-2374,qualified private nonprofit,Pending
12758,13SBN-2373,framework primary literacy reading approach,Pending
12759,13SBN-2372,transportation security authority,Pending
12760,13SBN-2371,professional regulation commission power license regulate supervise review offering review class preparation commission,Pending
12761,13SBN-2370,secretary health pay hardship medical presently employed willing take vacant,Pending
12762,13SBN-2369,proclaim june awareness,Pending
12763,13SBN-2368,increasing value money property measured,Pending
12765,13SBN-2366,increasing included determination habitual delinquency include murder homicide rape sale,Pending
12766,13SBN-2365,redefine certain related partial extinction criminal liability certain,Pending
12767,13SBN-2364,strengthening right incestuous rape refrain proceeding tolerate commission,Pending
12768,13SBN-2363,home development center network,Pending
12769,13SBN-2362,child protection,Pending
12770,13SBN-2361,strengthening rape marriage offender rape victim legal ground criminal liability,Pending
12771,13SBN-2360,water water installation water beneath water,Pending
12772,13SBN-2359,hundred hundred fifteen,Pending
12773,13SBN-2358,proclaim memorial day,Pending
12774,13SBN-2357,organ donation,Pending
12775,13SBN-2356,taxi higher failure taxi refusal carry cause taxi destination,Pending
12776,13SBN-2355,mandatory compliance private public appropriately restrain child motor,Pending
12777,13SBN-2354,mandatory compliance private public driving,Pending
12778,13SBN-2353,require disclosure information police respecting gunshot wound,Pending
12779,13SBN-2352,property respect artistic work television medium,Pending
12780,13SBN-2351,agricultural,Pending
12781,13SBN-2350,planting city barangay,Pending
12782,13SBN-2349,price stabilization food authority food security stabilization,Pending
12783,13SBN-2348,provisional relief certain volcanic similar special income real property favor,Pending
12784,13SBN-2347,strengthen commitment human promotion protection human resource country,Pending
12785,13SBN-2346,theft firearm legal owner civil liability violation,Pending
12786,13SBN-2345,qualified certain immediate family employ,Pending
12787,13SBN-2344,surrogate motherhood infant selling,Pending
12788,13SBN-2343,malicious improper image individual right privacy imposing penalty,Pending
12789,13SBN-2342,give benefit preventive imprisonment,Pending
12790,13SBN-2341,hundred day criminal prohibition remarry remarriage widow woman forty day death husband annulment dissolution previous marriage,Pending
12791,13SBN-2340,strengthening respect delinquent,Pending
12792,13SBN-2339,strengthening organizational mechanism,Pending
12793,13SBN-2338,increasing cash,Pending
12794,13SBN-2337,expand revitalize special education gifted handicapped youth,Pending
12795,13SBN-2336,minimum testing professional sport imposing,Pending
12796,13SBN-2335,require installation system filtering blocking matter elementary access,Pending
12797,13SBN-2334,civil action minor injured exposure entertainment product material harmful,Pending
12798,13SBN-2333,june day celebration commemorate feminism,Pending
12799,13SBN-2332,establishment facility age private least,Pending
12800,13SBN-2331,strengthening capability bureau food adequate testing field equipment drug enforcement operational administrative control,Pending
12801,13SBN-2330,hundred fifteen,Pending
12802,13SBN-2329,rendition community service lieu detention serve sentence community work,Pending
12803,13SBN-2328,local mandatory bamboo planting,Pending
12804,13SBN-2327,agricultural,Pending
12805,13SBN-2326,enhance farm productivity strategic farm irrigation,Pending
12806,13SBN-2325,free medical retired personnel,Pending
12807,13SBN-2324,rehabilitation modernization center mental health,Pending
12808,13SBN-2323,imposing consular personnel assigned overseas failure give assistance render migrant overseas distress migrant overseas,Pending
12809,13SBN-2322,public health,Pending
12810,13SBN-2321,strengthening role local health health local,Pending
12811,13SBN-2320,rural health,Pending
12812,13SBN-2319,barangay barangay health discount transportation,Pending
12813,13SBN-2318,identification include portion blood holder,Pending
12814,13SBN-2317,public health emergency council,Pending
12815,13SBN-2316,emergency preparedness plan prevent suppress spread emergency infectious,Pending
12816,13SBN-2315,nomenclature library library hundred name bureau public library,Pending
12817,13SBN-2314,establishment video gaming billiard similar educational,Pending
12818,13SBN-2313,tax broadcast print medium air time space education well supporting,Pending
12819,13SBN-2312,noncumulative leave pay annually employed attend special need,Pending
12820,13SBN-2311,bureau alternative learning system,Pending
12821,13SBN-2310,barangay development approach nutrition improvement rural poor network state,Pending
12822,13SBN-2309,minimum knowledge curricular grade level basic education public elementary,Pending
12823,13SBN-2308,science mathematics education development,Pending
12824,13SBN-2307,teaching human mandatory public private,Pending
12825,13SBN-2306,respect fostering human system formal informal education,Pending
12826,13SBN-2305,assistance private education,Pending
12827,13SBN-2304,promote public safety education awareness elementary high school college develop safety security awareness citizenry,Pending
12828,13SBN-2303,ovarian cancer public awareness campaign,Pending
12829,13SBN-2302,certain health care charging,Pending
12830,13SBN-2301,preschool integral part basic education,Pending
12831,13SBN-2300,prescription drug retail price registry,Pending
12832,13SBN-2299,concerning firesafe,Pending
12833,13SBN-2298,administration maintenance,Pending
12834,13SBN-2297,prohibit price certain good affected major,Pending
12835,13SBN-2296,mandatory resolution labor imposing certain labor noncompliance labor,Pending
12836,13SBN-2295,preparatory education basic education system,Pending
12837,13SBN-2294,mental health patient duty choice sex staff intimate care mental health patient,Pending
12838,13SBN-2293,disease public awareness education,Pending
12839,13SBN-2292,wearing food preparation food establishment,Pending
12840,13SBN-2291,report information patient,Pending
12841,13SBN-2290,autism registry,Pending
12842,13SBN-2289,disease awareness,Pending
12843,13SBN-2288,prevent curb eliminate unreasonable oppressive bureaucratic tape interdepartmental committee manual,Pending
12844,13SBN-2287,equal employment opportunity,Pending
12845,13SBN-2286,furnish employment make sworn declaration labor,Pending
12846,13SBN-2285,inclusion education adverse effect dangerous clause,Pending
12847,13SBN-2284,employee security tenure strengthening limitation probationary period labor,Pending
12848,13SBN-2283,ground period preventive suspension dismissal labor,Pending
12849,13SBN-2282,issuance employment certification favor resigned violation labor,Pending
12850,13SBN-2281,strengthening labor penalty violation labor,Pending
12851,13SBN-2280,compromise agreement money le fifty percent labor,Pending
12852,13SBN-2279,strengthen closure establishment similar labor,Pending
12853,13SBN-2278,retaliatory directed employee complaint labor labor,Pending
12854,13SBN-2277,social welfare collective company inform writing first day employment time particular contingency,Pending
12855,13SBN-2276,exaction unnecessary job,Pending
12856,13SBN-2275,increasing minimum wage,Pending
12857,13SBN-2274,epilepsy awareness,Pending
12858,13SBN-2273,separating pilot high school annex barangay province high school high school,Pending
12859,13SBN-2272,converting high school barangay province high school high school,Pending
12860,13SBN-2271,uniform standard design outlet regulator petroleum gas penalty violation,Pending
12861,13SBN-2270,petroleum gas scale weighing machine,Pending
12862,13SBN-2269,according equal,Pending
12863,13SBN-2268,amend extent subsidiary imprisonment,Pending
12864,13SBN-2267,necrophilia carnal knowledge dead imposing appropriate,Pending
12865,13SBN-2266,ensure fair equal treatment,Pending
12866,13SBN-2265,regulate credit card advertising violation,Pending
12867,13SBN-2264,increasing penalty imprisonment abortion practiced accessory penalty perpetual loss license practice profession,Pending
12868,13SBN-2263,make responsive health care need people nonpatentable importation early development lower increase access supply quality certain intellectual property,Pending
12869,13SBN-2262,special nonworking holiday day,Pending
12870,13SBN-2261,internal revenue,Pending
12871,13SBN-2260,base conversion development,Pending
12872,13SBN-2259,onetime amnesty certain tax duty inclusive certain business operating special economic series proclamation series proclamation series proclamation series pursuant,Passed
12873,13SBN-2258,sport,Pending
12874,13SBN-2257,declare,Pending
12875,13SBN-2256,medical academy medical scholarship,Pending
12876,13SBN-2255,strengthen solicitor general expanding bureaucracy employee,Pending
12877,13SBN-2254,imposition death penalty,Passed
12878,13SBN-2253,strengthen solicitor general expanding bureaucracy employee,Pending
12879,13SBN-2252,protection conservation underwater cultural heritage,Pending
12880,13SBN-2251,strengthen solicitor general expanding bureaucracy employee,Pending
12881,13SBN-2250,commission good,Pending
12882,13SBN-2249,strengthen solicitor general expanding bureaucracy employee,Passed
12883,13SBN-2248,immunity prosecution libel fraud,Pending
12884,13SBN-2247,system initiative propose constitution,Pending
12885,13SBN-2246,limiting period amortization contracted local term local concerned,Pending
12886,13SBN-2245,criminal justice system technology analysis potent investigative tool advisory board bureau investigation,Pending
12887,13SBN-2244,imposing moratorium tuition fee educational,Pending
12888,13SBN-2243,bureau internal revenue coverage salary standardization,Pending
12889,13SBN-2242,motorcycle violation,Pending
12890,13SBN-2241,proceeds development lease case,Pending
12891,13SBN-2240,special economic zone province special economic zone authority,Pending
12892,13SBN-2239,staple similar form metal medium sealing food violation,Pending
12893,13SBN-2238,forest management tree private forest public,Pending
12894,13SBN-2237,declare working special holiday day,Pending
12895,13SBN-2236,trade representative,Pending
12896,13SBN-2235,therein,Pending
12898,13SBN-2233,provident personal plan personal equity retirement account,Pending
12899,13SBN-2232,electric power industry certain,Pending
12900,13SBN-2231,commission election system local subsequent local electoral encourage transparency credibility fairness accuracy related,Passed
12901,13SBN-2230,franking privilege immediate family overseas contract,Pending
12902,13SBN-2229,making available electronic medical electronic medical record center department health,Pending
12903,13SBN-2228,assistance,Pending
12904,13SBN-2227,marine debris research prevention reduction,Pending
12905,13SBN-2226,direct,Passed
12906,13SBN-2225,devise decrease cost electric power consumption end way limiting pa distribution well completely banning power utility certain electric power industry reform,Pending
12907,13SBN-2224,mandatory course college reviving pertinent commonwealth,Pending
12908,13SBN-2223,fair,Pending
12909,13SBN-2222,ensure accountability financial similar public sector subjected test economic financial viability congressional oversight committee,Pending
12910,13SBN-2221,also civil,Pending
12911,13SBN-2220,certain financial post transaction teller machine transaction transaction teller,Pending
12912,13SBN-2219,local,Pending
12913,13SBN-2218,local,Pending
12914,13SBN-2217,southern special economic zone southern special economic zone free port authority,Pending
12915,13SBN-2216,promote development utilization commercialization renewable energy,Pending
12916,13SBN-2215,properly label pet food,Pending
12917,13SBN-2214,seeking protect health safety involved garbage collection working assigned disaster,Pending
12918,13SBN-2213,province sultan legislative,Pending
12919,13SBN-2212,state university region northern state institute science technology city northern college science technology college science technology,Pending
12920,13SBN-2211,minimum annual income requirement certain local,Pending
12921,13SBN-2210,simplified net income taxation scheme individual engaged practice profession new subsection l internal revenue,Pending
12922,13SBN-2209,calling constitutional convention constitution,Pending
12923,13SBN-2208,class district land transportation province,Pending
12924,13SBN-2207,converting hospital province tertiary hospital extension western medical center city medical center extension hospital,Pending
12925,13SBN-2206,high school province high school,Pending
12926,13SBN-2205,new system mineral exploration development utilization conservation mining,Pending
12927,13SBN-2204,special vehicle establishment registration new,Passed
12928,13SBN-2203,sale fraudulent transfer telephone,Pending
12929,13SBN-2202,tricycle driver training motorist awareness,Pending
12930,13SBN-2201,standardize enhance practice country board professional commission,Pending
12931,13SBN-2200,day care,Pending
12932,13SBN-2199,collection agency regulatory board,Pending
12933,13SBN-2198,licensure regulation nanny placement employment,Pending
12934,13SBN-2197,possession sale distribution child pornography,Pending
12935,13SBN-2196,sum adjustment compensation,Pending
12936,13SBN-2195,mobile driving,Pending
12937,13SBN-2194,establish pilot encouraging higher education establish operate pregnant student,Pending
12938,13SBN-2193,protecting consumer privacy credit card check,Pending
12939,13SBN-2192,new special working holiday sign goodwill amity china,Pending
12940,13SBN-2191,engaged appearance enhancement post clear conspicuous sign charge plain view potential,Pending
12941,13SBN-2190,public disclosure hospital ambulatory surgical center,Pending
12942,13SBN-2189,initiative amend constitution,Pending
12943,13SBN-2188,labor,Pending
12944,13SBN-2187,define punish crime terrorism crime conspiracy commit terrorism crime proposal commit terrorism,Pending
12945,13SBN-2186,compensation prosecution service chief state counsel department justice ombudsman,Pending
12946,13SBN-2185,quality gasoline diesel fuel transport,Pending
12947,13SBN-2184,regulate practice dentistry dental hygiene dental technology dental,Pending
12948,13SBN-2183,rehabilitation liquidation financially distressed corporate recovery insolvency,Pending
12949,13SBN-2182,unlawful illegally reproduce printed printing similar written consent owner publisher author,Pending
12950,13SBN-2181,prosecution service autonomous prosecutor general,Pending
12951,13SBN-2180,local,Pending
12952,13SBN-2179,promote,Pending
12953,13SBN-2178,promote production distribution alternative motor powered fuel cell technology hybrid technology electric power technology alternative fuel motor vehicle,Pending
12954,13SBN-2177,retirement benefit system prosecution service department justice ombudsman,Pending
12955,13SBN-2176,compensation prosecution service chief state counsel department justice ombudsman,Pending
12956,13SBN-2175,right acquisition qualified actually occupy certain urban development housing,Pending
12957,13SBN-2174,fair equitable access education,Pending
12958,13SBN-2173,certification department social welfare development declare child legally available adoption prerequisite adoption certain domestic adoption adoption child youth welfare,Pending
12959,13SBN-2172,certain,Pending
12960,13SBN-2171,strengthening public pertinent administrative special allowance,Passed
12961,13SBN-2170,pension life senior retired well survivorship,Pending
12963,13SBN-2168,civil aviation authority regulation civil aviation institution safety,Pending
12964,13SBN-2167,predictability fixing observance legal promote domestic tourism,Pending
12965,13SBN-2166,promote govern development voice protocol,Pending
12966,13SBN-2165,provincial water,Pending
12967,13SBN-2164,free exercise people right peaceably assemble petition,Pending
12968,13SBN-2163,establish enforce testing illegal performance professional amateur collegiate sport,Pending
12969,13SBN-2162,free medical care free medical care,Pending
12970,13SBN-2161,free college education regional college education,Pending
12971,13SBN-2160,congress power appropriate debt service reviving foreign borrowing,Pending
12972,13SBN-2159,ethyl alcohol transport fuel supporting development,Pending
12973,13SBN-2158,hundred forty local,Pending
12974,13SBN-2157,also special time allowance loyalty,Pending
12975,13SBN-2156,also local prohibition resignation,Pending
12976,13SBN-2155,also,Pending
12977,13SBN-2154,certain tariff custom,Pending
12978,13SBN-2153,regulate invasive,Pending
12979,13SBN-2152,protecting wage certain,Pending
12980,13SBN-2151,civil also succession,Pending
12981,13SBN-2150,court require lieu imprisonment penalty,Pending
12982,13SBN-2149,establishment breast care region nationwide,Pending
12983,13SBN-2148,research regarding health disease prevention research hormone disruption,Pending
12984,13SBN-2147,food,Pending
12985,13SBN-2146,also death physical exceptional,Pending
12986,13SBN-2145,prohibit propaganda,Pending
12987,13SBN-2144,direct secretary health establish retinoblastoma public awareness prevention,Pending
12988,13SBN-2143,establish interagency committee address problem underage drinking,Pending
12989,13SBN-2142,access alcohol,Pending
12990,13SBN-2141,regulate body piercing tattooing,Pending
12991,13SBN-2140,imposing higher threatening member enforcement family influence impede retaliate,Pending
12992,13SBN-2139,make responsive health care need people importation early development application standard compulsory lower drug medicine certain intellectual property,Pending
12993,13SBN-2138,tourism primary engine investment employment growth development department tourism attached effectively efficiently implement necessary investment,Pending
12994,13SBN-2137,secure state protect people terrorism,Passed
12995,13SBN-2136,bureau bureaucracy,Pending
12996,13SBN-2135,international humanitarian serious international corresponding criminal responsibility universal jurisdiction special,Pending
12997,13SBN-2134,limiting liability ship engaged coastwise foreign trade related commerce well applicable,Pending
12998,13SBN-2133,special economic zone free port island garden city province island special economic zone free port authority,Pending
12999,13SBN-2132,require purchase paper paper extent practicable,Pending
13000,13SBN-2131,campaign osteoporosis education prevention,Pending
13001,13SBN-2130,first day,Pending
13002,13SBN-2129,also,Pending
13003,13SBN-2128,jurisdiction labor labor commission regional department labor employment hundred forty labor,Pending
13004,13SBN-2127,compensation work contingency insurance compensation authority book labor,Pending
13005,13SBN-2126,include petroleum gas kerosene list basic price,Pending
13006,13SBN-2125,education licensure practice medicine,Pending
13007,13SBN-2124,goat sheep center,Pending
13008,13SBN-2123,regulate import transit export repatriation cultural property,Pending
13009,13SBN-2122,regulate importation motor,Pending
13010,13SBN-2121,franking privilege labor commission,Pending
13011,13SBN-2120,salary schedule bench judiciary,Pending
13012,13SBN-2119,celebration chapter book administrative,Pending
13013,13SBN-2118,naval academy,Pending
13014,13SBN-2117,hymn violation,Pending
13015,13SBN-2116,internal revenue,Pending
13016,13SBN-2115,punish depiction animal cruelty,Pending
13017,13SBN-2114,availability contact lens,Pending
13018,13SBN-2113,automatic appropriation debt service chapter book administrative,Pending
13019,13SBN-2112,develop age specific regarding career,Pending
13020,13SBN-2111,pregnant,Pending
13021,13SBN-2110,prohibit importation shipment fish injurious ecosystem,Pending
13022,13SBN-2109,also,Pending
13023,13SBN-2108,also food drug cosmetic flavoring coloring derived meat poultry animal bear fact,Pending
13024,13SBN-2107,reviving alien social integration legal residency status certain certain,Pending
13025,13SBN-2106,regulate practice dentistry dental hygiene dental technology regulate practice dentistry regulate practice dental,Pending
13026,13SBN-2105,compensation work contingency insurance compensation authority hundred forty labor,Pending
13027,13SBN-2104,local employment authority,Pending
13028,13SBN-2103,expanding night work prohibition thereby hundred forty labor,Pending
13029,13SBN-2102,flexible working schedule private sector thereby labor,Pending
13030,13SBN-2101,improve child safety motor,Pending
13031,13SBN-2100,administrative titling process certain commonwealth public land related,Pending
13032,13SBN-2099,commission torture cruel inhuman degrading treatment rehabilitation,Pending
13033,13SBN-2098,base conversion development,Pending
13034,13SBN-2097,work based security tenure,Pending
13035,13SBN-2096,separate course college high school,Pending
13036,13SBN-2095,willful failure pay legal child support,Pending
13037,13SBN-2094,increasing common operating influence alcohol,Pending
13038,13SBN-2093,comprehensive rental control commercial violation,Pending
13039,13SBN-2092,access cultural various information technology,Pending
13040,13SBN-2091,establish grant fee encourage promote promote development infrastructure,Pending
13041,13SBN-2090,museum,Pending
13042,13SBN-2089,save men department health health,Pending
13043,13SBN-2088,cellular mobile phone automatically involuntarily account imposing unlawful,Pending
13045,13SBN-2086,pandemic influenza preparedness establish committee pandemic influenza preparedness,Pending
13046,13SBN-2085,support breastfeeding nursing encourage support workplace lactation,Pending
13047,13SBN-2084,downstream oil industry,Pending
13048,13SBN-2083,diesel fuel mandatory efficient,Pending
13050,13SBN-2081,coast guard attached agency department transportation,Pending
13051,13SBN-2080,internal revenue,Pending
13052,13SBN-2079,group elective public money illegal gambling illegal,Pending
13053,13SBN-2078,department health undertake audit drug retail country regular pharmaceutical market retail store audit report part standard operating procedure,Pending
13054,13SBN-2077,labor stock ownership,Pending
13055,13SBN-2076,discrimination labor,Pending
13056,13SBN-2075,internal revenue,Pending
13057,13SBN-2074,reduction distribution proper disposal reduce introduction environment,Pending
13058,13SBN-2073,establish fair information personal personal data protection commission,Pending
13059,13SBN-2072,right redress creation grievance public private department health,Pending
13060,13SBN-2071,certain labor,Pending
13061,13SBN-2070,real property appraisal assessment,Pending
13062,13SBN-2069,international school educational institution international character certain hasten growth,Pending
13063,13SBN-2068,halal accreditation regulatory board,Pending
13064,13SBN-2067,strengthen youth development local youth development city,Pending
13066,13SBN-2065,effectively control regulate,Pending
13067,13SBN-2064,special protection conflict comprehensive juvenile justice system delinquency prevention juvenile justice delinquency prevention department justice,Pending
13068,13SBN-2063,fair trade practice investment promotion downstream oil industry downstream oil,Pending
13069,13SBN-2062,consumer exercise fairness impartiality respect right privacy,Pending
13070,13SBN-2061,appointment independent counsel conduct impeachable,Pending
13071,13SBN-2060,practice real estate service professional regulatory board real estate service,Pending
13072,13SBN-2059,establish landscape alfonso province province aurora province aurora area,Pending
13073,13SBN-2058,natural park watershed forest reserve situated province portion bay special economic zone island area category natural park management,Pending
13074,13SBN-2057,upgrade standard salary personnel early retirement voluntary separation service compensation position classification system,Pending
13075,13SBN-2056,board increase compensation public sector,Pending
13076,13SBN-2055,increasing salary grade public school salary grade,Pending
13077,13SBN-2054,criminal violation,Pending
13078,13SBN-2053,civil aviation authority appropriation,Pending
13079,13SBN-2052,proper food genetically organism result violation,Pending
13080,13SBN-2051,portion coastal area peripheral buffer seascape,Pending
13081,13SBN-2050,turtle area peripheral buffer management,Pending
13082,13SBN-2049,island natural park situated northern eastern area peripheral buffer zone management pursuant,Pending
13083,13SBN-2048,establish resource area el province area pursuant system,Pending
13084,13SBN-2047,reef marine park province area management,Pending
13085,13SBN-2046,boston province oriental province area category landscape peripheral buffer zone,Pending
13086,13SBN-2045,establish group area pursuant management,Pending
13087,13SBN-2044,establish sound situated province area pursuant management,Pending
13088,13SBN-2043,reef occidental area peripheral buffer management,Pending
13089,13SBN-2042,registration subscriber identity module mobile,Pending
13090,13SBN-2041,snatching mobile related,Pending
