,bill_id,num,congress,long_title,date_filed,scope,status,author,date_lastUpdate,passed,Full Name Primary Author,Party,Bloc,Years of Service,num_authors,delta_days,mon,quarter,scope_national,majority_bloc,len_desc
170,18SBN-983,SBN-983,18,an act establishing a separate facility for prisoners convicted of heinous crimes,8/28/19,National,Consolidated/Substituted in the Committee Report,"Gordon, Richard J.",9/17/19,FALSE,Richard Gordon,Bagumbayan-VNP,Majority,15,1,20,8,3,TRUE,TRUE,81
171,18SBN-982,SBN-982,18,an act prescribing the order of presidential succession,8/28/19,National,Pending in the Committee,"Lacson, Panfilo ""Ping"" M.",8/28/19,FALSE,Panfilo Lacson,Independent,Majority,18,1,0,8,3,TRUE,TRUE,55
172,18SBN-981,SBN-981,18,"an act renewing for another twenty-five (25) years the franchise granted to abs-cbn broadcasting corporation, presently known as abs-cbn corporation, under republic act no. 7966, entitled ‘an act granting the abs-cbn broadcasting corporation a franchise to construct, install, operate and maintain television and radio broadcasting stations in the philippines, and for other purposes",8/28/19,National,Pending in the Committee,"Recto, Ralph G.",8/28/19,FALSE,Ralph Recto,Nacionalista,Majority,18,1,0,8,3,TRUE,TRUE,383
173,18SBN-980,SBN-980,18,"an act strengthening local infrastructure industry players, amending for the purpose section 23 of republic act no. 9184, otherwise known as the government procurement reform act, and for other purposes",8/28/19,National,Pending in the Committee,"Recto, Ralph G.",8/28/19,FALSE,Ralph Recto,Nacionalista,Majority,18,1,0,8,3,TRUE,TRUE,202
174,18SBN-979,SBN-979,18,an act providing for a magna carta for the road transportation sector,8/28/19,National,Pending in the Committee,"Recto, Ralph G.",8/28/19,FALSE,Ralph Recto,Nacionalista,Majority,18,1,0,8,3,TRUE,TRUE,69
175,18SBN-978,SBN-978,18,"an act granting additional leaves for victims of domestic violence, providing parameters therefor, and amending for such purpose republic act no. 9262, otherwise known as the anti-violence against women and children act",8/28/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/28/19,FALSE,Lito Lapid,NPC,Majority,15,1,0,8,3,TRUE,TRUE,219
176,18SBN-977,SBN-977,18,"an act amending republic act no. 4200, entitled ‘an act to prohibit and penalize wire tapping and other related violations of the privacy of communication and for other purposes’",8/28/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/28/19,FALSE,Lito Lapid,NPC,Majority,15,1,0,8,3,TRUE,TRUE,178
177,18SBN-976,SBN-976,18,an act requiring the disclosure of food allergen information on menus and boards of food establishments and raising awareness on food allergens,8/28/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/28/19,FALSE,Lito Lapid,NPC,Majority,15,1,0,8,3,TRUE,TRUE,143
178,18SBN-975,SBN-975,18,an act establishing a welfare and social assistance program to families left behind by overseas filipino workers,8/28/19,National,Pending in the Committee,"Binay, Maria Lourdes Nancy S.",8/28/19,FALSE,Nancy Binay,UNA,Majority,6,1,0,8,3,TRUE,TRUE,112
179,18SBN-974,SBN-974,18,"an act defining good conduct, instituting additional measures for the implementation of good conduct time allowance, amending for this purpose articles 97 and 99 of act no. 3815, as amended, otherwise known as the revised penal code",8/28/19,National,Pending in the Committee,"Gordon, Richard J.",8/28/19,FALSE,Richard Gordon,Bagumbayan-VNP,Majority,15,1,0,8,3,TRUE,TRUE,232
180,18SBN-973,SBN-973,18,"an act to strengthen and reorient the mandate of the national food authority in order to ensure food sufficiency, for that purpose rationalizing its functions, and for other purposes",8/27/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/28/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,1,8,3,TRUE,TRUE,182
181,18SBN-972,SBN-972,18,an act to encourage good samaritans who provide reasonable assistance in an emergency by protecting them from liability,8/27/19,National,Pending in the Committee,"Gordon, Richard J.",8/28/19,FALSE,Richard Gordon,Bagumbayan-VNP,Majority,15,1,1,8,3,TRUE,TRUE,119
182,18SBN-971,SBN-971,18,"an act redefining the crime of game-fixing and prescribing stiffer penalties therefor, amending for this purpose presidential decree no. 483",8/27/19,National,Pending in the Committee,"Pacquiao, Emmanuel ""Manny"" D.",8/28/19,FALSE,Manny Pacquiao,PDP_Laban,Majority,3,1,1,8,3,TRUE,TRUE,140
183,18SBN-970,SBN-970,18,an act increasing the hazard pay of all personnel of the armed forces of the philippines and providing hazard pay to all civilian doctors and nurses under the afpmmc assigned in conflict areas providing funds therefor,8/27/19,National,Pending in the Committee,"Pacquiao, Emmanuel ""Manny"" D.",8/28/19,FALSE,Manny Pacquiao,PDP_Laban,Majority,3,1,1,8,3,TRUE,TRUE,217
184,18SBN-969,SBN-969,18,an act granting philippine citizenship to egor dmitriev,8/27/19,National,Pending in the Committee,"Pacquiao, Emmanuel ""Manny"" D.",8/28/19,FALSE,Manny Pacquiao,PDP_Laban,Majority,3,1,1,8,3,TRUE,TRUE,55
185,18SBN-968,SBN-968,18,"an act strengthening the citizen armed forces of the philippines, reinstituting for the purpose a mandatory reserve officers' training corps (rotc) program in the curriculum of all undergraduate degree, diploma, certificate or technicalvocational programs in public and private tertiary-level educational institutions, appropriating funds therefor, and for other purposes",8/27/19,National,Pending in the Committee,"Recto, Ralph G.",8/28/19,FALSE,Ralph Recto,Nacionalista,Majority,18,1,1,8,3,TRUE,TRUE,371
186,18SBN-967,SBN-967,18,an act creating and establishing the institute for strategic studies and for other purposes,8/27/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/28/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,1,8,3,TRUE,TRUE,91
187,18SBN-966,SBN-966,18,an act establishing a no-homework policy for all primary and secondary schools in the country,8/27/19,National,Pending in the Committee,"Poe, Grace",8/28/19,FALSE,Grace Poe,Independent,Majority,6,1,1,8,3,TRUE,TRUE,93
188,18SBN-965,SBN-965,18,"an act providing for the identification, assessment, and education of children with autism spectrum disorder",8/27/19,National,Pending in the Committee,"Binay, Maria Lourdes Nancy S.",8/28/19,FALSE,Nancy Binay,UNA,Majority,6,1,1,8,3,TRUE,TRUE,108
189,18SBN-964,SBN-964,18,an act establishing a comprehensive training program for teachers of children with handicaps,8/27/19,National,Pending in the Committee,"Binay, Maria Lourdes Nancy S.",8/28/19,FALSE,Nancy Binay,UNA,Majority,6,1,1,8,3,TRUE,TRUE,92
190,18SBN-963,SBN-963,18,"an act strengthening the office of the government corporate counsel by rationalizing and further professionalizing its organization, upgrading positions and appropriating funds therefor",8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,185
191,18SBN-962,SBN-962,18,an act creating a dental unit in every rural health unit under the department of health as part of the primary approach in the delivery of health services and providing funds therefor,8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,183
192,18SBN-961,SBN-961,18,an act creating an advanced studies development program for exceptional employees from the government and the private sector and for other purposes,8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,147
193,18SBN-960,SBN-960,18,"an act requiring the teaching of disaster awareness and disaster mitigation as part of the curriculum of all primary and secondary schools, and for other purposes",8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,162
194,18SBN-959,SBN-959,18,an act institutionalizing a school modernization and innovation program for public elementary and secondary schools providing funds therefor and for other purposes,8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,163
195,18SBN-958,SBN-958,18,"an act lowering the optional retirement age of public school teachers from sixty (60) years old to fifty-five (55) years old, amending for the purpose section 13-a of republic act no. 8291, otherwise known as the 'government service insurance system act of 1997'",8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,262
196,18SBN-957,SBN-957,18,an act providing for a teaching supplies allowance for public school teachers and appropriating funds therefor,8/27/19,National,Consolidated/Substituted in the Committee Report,"Angara, Sonny",10/2/19,FALSE,Eduardo Angara,LDP,Majority,15,1,36,8,3,TRUE,TRUE,110
197,18SBN-956,SBN-956,18,an act institutionalizing support mechanisms and protection for public school teachers and personnel in matters of student discipline for classroom management,8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,158
198,18SBN-955,SBN-955,18,"an act declaring pag-asa island cluster in the municipality of kalayaan, province of palawan as an ecotourism destination and protected area, providing funds therefor, and for other purposes",8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,190
199,18SBN-954,SBN-954,18,"an act regulating the use, recovery, collection, and disposal of plastic drinking straws in commercial establishments and in pre-packed beverages",8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,145
200,18SBN-953,SBN-953,18,"an act establishing the philippine marine corps, defining its power and functions, appropriating funds therefor, and for other purposes",8/27/19,National,Pending in the Committee,"Angara, Sonny",8/28/19,FALSE,Eduardo Angara,LDP,Majority,15,1,1,8,3,TRUE,TRUE,135
201,18SBN-952,SBN-952,18,"an act amending republic act no. 7743, otherwise known as ‘an act providing for the establishment of congressional, city, and municipal libraries and barangay reading centers throughout the philippines’, and for other purposes",8/20/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/27/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,7,8,3,TRUE,TRUE,226
202,18SBN-951,SBN-951,18,"an act amending republic act no. 8972, otherwise known as the ‘solo parents welfare act of 2000’, providing additional benefits for solo parents and for other purposes",8/20/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/27/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,7,8,3,TRUE,TRUE,167
203,18SBN-950,SBN-950,18,"an act penalizing the dissemination of false information as to the presence of bombs, explosives and other incendiary devices in high density or sensitive places and providing penalties therefor",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,194
204,18SBN-949,SBN-949,18,an act strengthening the healthcare system in cultural and indigenous communities by institutionalizing the training and employment of tribal health workers and for other purposes,8/20/19,National,Pending in the Committee,"Binay, Maria Lourdes Nancy S.",8/27/19,FALSE,Nancy Binay,UNA,Majority,6,1,7,8,3,TRUE,TRUE,179
205,18SBN-948,SBN-948,18,an act promoting sustainable and alternative modes of transportation and other mobility options,8/20/19,National,Pending in the Committee,"Binay, Maria Lourdes Nancy S.",8/27/19,FALSE,Nancy Binay,UNA,Majority,6,1,7,8,3,TRUE,TRUE,95
206,18SBN-947,SBN-947,18,"an act modernizing the bureau of fire protection (bfp), amending for the purpose republic act 6975, otherwise known as the ‘department of the interior and local government act of 1990,’ providing funds therefor, and for other purposes",8/20/19,National,Pending in the Committee,"Sotto III, Vicente C.",8/27/19,FALSE,Tito Sotto III,NPC,Majority,27,1,7,8,3,TRUE,TRUE,234
207,18SBN-946,SBN-946,18,"an act to establish programs and activities to aid victims of elder abuse, and provide training to health and government professionals in the assistance of such victims",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,168
208,18SBN-945,SBN-945,18,"an act to enhance genuine filipino culture, promote nationalism, and recognize writers and artists, by supporting the philippine komiks industry through its mandated use in instructional materials in public schools, providing financial incentives, and for other purposes",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,270
209,18SBN-944,SBN-944,18,an act ordaining the bill of rights of taxi passengers,8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,54
210,18SBN-943,SBN-943,18,"an act protecting the rights of internally displaced persons, appropriating funds therefor, and for other purposes",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,114
211,18SBN-942,SBN-942,18,"an act for the protection, conservation and rehabilitation of watersheds supporting the national irrigation system (nis) to ensure continuous supply of water for agricultural production and self-sufficiency in food and providing funds for the purpose",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,250
212,18SBN-941,SBN-941,18,"an act enhancing the capabilities, mandate, and organizational structure of the movie and television review and classification board (mtrcb), amending for the purpose presidential decree 1986",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,191
213,18SBN-940,SBN-940,18,an act integrating basic road safety and comprehensive driver’s education in the curriculum of the enhanced basic education (k to 12) program,8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,141
214,18SBN-939,SBN-939,18,an act prescribing school bus safety standards and for other purposes,8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,69
215,18SBN-938,SBN-938,18,"an act mandating all employers in the private and public sectors, including all government offices, agencies and instrumentalities, to provide, free of charge, clean, healthy, sufficient and accessible drinking water to all its employees",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,237
216,18SBN-937,SBN-937,18,"an act to protect the interests and welfare of filipino seamen and sea-based migrant workers, establishing for the purpose a national seafarers administration, appropriating funds and for other purposes",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,202
217,18SBN-936,SBN-936,18,"an act establishing the philippine geriatric center-research and training institute, defining its objectives, powers and functions, appropriating funds thereof, and for other purposes",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,183
218,18SBN-935,SBN-935,18,"an act to provide free legal assistance to all indigent filipinos, amending for the purpose chapter 5, title iii , book iv of executive order no. 292, otherwise known as the administrative code of 1987, appropriating funds therefor, and for other purposes",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,255
219,18SBN-934,SBN-934,18,"an act mandating the provision of free on-site living quarters for public school teachers, providing funds therefor and for other purposes",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,138
220,18SBN-933,SBN-933,18,"an act granting senior citizens a minimum of five percent (5%) discount on the first 150 kilowatt hours of electricity consumption and on the first 50 cubic meters of water consumption, and exemption from the value-added tax (vat), amending for this purpose republic act no. 9994, otherwise known as the 'expanded senior citizens' act of 2010'",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,343
221,18SBN-932,SBN-932,18,an act further strengthening the system of birth registration of children in need of special protection (cnsp) in the philippines,8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,129
222,18SBN-931,SBN-931,18,"an act providing burial assistance for unclaimed remains and for indigent decedents, appropriating funds therefor, and for other purposes.",8/20/19,National,Pending in the Committee,"Poe, Grace",8/27/19,FALSE,Grace Poe,Independent,Majority,6,1,7,8,3,TRUE,TRUE,138
223,18SBN-930,SBN-930,18,"an act to ensure easier commuting by establishing a network of sustainable elevated walkways along all major public thoroughfares in high density urban areas, establishing appropriate infrastructure and facilities, appropriating funds therefor, and for other purposes",8/20/19,National,Pending in the Committee,"Poe, Grace",8/20/19,FALSE,Grace Poe,Independent,Majority,6,1,0,8,3,TRUE,TRUE,267
224,18SBN-929,SBN-929,18,an act penalizing presentation of suspects and release of their private information to the press or public before formal charges are filed in court,8/20/19,National,Pending in the Committee,"De Lima, Leila M.",8/20/19,FALSE,Leila De Lima,Liberal,Minority,3,1,0,8,3,TRUE,FALSE,147
225,18SBN-928,SBN-928,18,"an act appropriating the sum of one billion one hundred sixty-one million seven hundred ten thousand pesos (p1,161,710, 000.00) as supplemental appropriations for fy 2019 and for other purposes",8/20/19,National,Pending in the Committee,"Gordon, Richard J.",8/20/19,FALSE,Richard Gordon,Bagumbayan-VNP,Majority,15,1,0,8,3,TRUE,TRUE,193
226,18SBN-927,SBN-927,18,"an act requiring basic citizen service training establishing the citizen service corps, creating the citizen service commission for this purpose, appropriating funds therefor and for other purposes",8/20/19,National,Pending in the Committee,"Gordon, Richard J.",8/20/19,FALSE,Richard Gordon,Bagumbayan-VNP,Majority,15,1,0,8,3,TRUE,TRUE,197
227,18SBN-926,SBN-926,18,"an act classifying vote-buying and vote-selling as unlawful activity under the anti-money laundering act, amending for this purpose ra 9160, as amended also known as ‘an act defining the crime of money laundering, providing penalties therefor and for other purposes’",8/20/19,National,Pending in the Committee,"Gordon, Richard J.",8/20/19,FALSE,Richard Gordon,Bagumbayan-VNP,Majority,15,1,0,8,3,TRUE,TRUE,266
228,18SBN-925,SBN-925,18,"an act instilling and strengthening the sense of patriotism and nationalism among the youth through the institutionalization, development, and administration of fundamental and specialized programs in the basic education curriculum in all public and private educational institutions",8/19/19,National,Pending in the Committee,"Cayetano, Pia S.",8/20/19,FALSE,Pilar Juliana CayetanoP,Nacionalista,Majority,15,1,1,8,3,TRUE,TRUE,282
229,18SBN-924,SBN-924,18,"an act granting the magna carta for day care workers, providing funds therefor and for other purposes",8/19/19,National,Pending in the Committee,"Villar, Cynthia A.",8/20/19,FALSE,Cynthia Villar,Nacionalista,Majority,6,1,1,8,3,TRUE,TRUE,101
230,18SBN-923,SBN-923,18,"an act mandating the inclusion of barangay officials within the coverage of the government service insurance (gsis), amending for this purpose republic act no. 8291 entitled ‘the government service insurance system act of 1997’, and for other purposes",8/19/19,National,Pending in the Committee,"Villar, Cynthia A.",8/20/19,FALSE,Cynthia Villar,Nacionalista,Majority,6,1,1,8,3,TRUE,TRUE,251
231,18SBN-922,SBN-922,18,an act informing the public about the additives in pet food,8/19/19,National,Pending in the Committee,"Binay, Maria Lourdes Nancy S.",8/20/19,FALSE,Nancy Binay,UNA,Majority,6,1,1,8,3,TRUE,TRUE,59
232,18SBN-921,SBN-921,18,"an act amending republic act no. 8762, otherwise known as the retail trade liberalization act, and for other purposes",8/19/19,National,Pending in the Committee,"Gatchalian, Win",8/20/19,FALSE,Win Gatchalian,NPC,Majority,3,1,1,8,3,TRUE,TRUE,117
233,18SBN-920,SBN-920,18,an act providing for the magna carta of the out-of-school youth,8/19/19,National,Pending in the Committee,"Gatchalian, Win",8/20/19,FALSE,Win Gatchalian,NPC,Majority,3,1,1,8,3,TRUE,TRUE,63
234,18SBN-919,SBN-919,18,"an act amending republic act no. 7042, otherwise known as the foreign investments act of 1991, as amended by republic act no. 8179, and for other purposes",8/19/19,National,Pending in the Committee,"Gatchalian, Win",8/20/19,FALSE,Win Gatchalian,NPC,Majority,3,1,1,8,3,TRUE,TRUE,154
235,18SBN-918,SBN-918,18,"an act further amending republic act no. 8182, as amended by republic act no. 8555, and for other purposes",8/19/19,National,Pending in the Committee,"Gatchalian, Win",8/20/19,FALSE,Win Gatchalian,NPC,Majority,3,1,1,8,3,TRUE,TRUE,106
236,18SBN-917,SBN-917,18,"an act creating the philippine rise development authority, defining its powers and functions, providing funds therefor, and for other purposes",8/19/19,National,Pending in the Committee,"Gatchalian, Win",8/20/19,FALSE,Win Gatchalian,NPC,Majority,3,1,1,8,3,TRUE,TRUE,142
237,18SBN-916,SBN-916,18,"an act regulating harbor pilotage services and the conduct of harbor pilots in all ports in the philippines, and for other purposes",8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,131
238,18SBN-915,SBN-915,18,"an act amending certain provisions of republic act no. 7431, otherwise known as the 'radiologic technology act of 1992', and for other purposes",8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,143
239,18SBN-914,SBN-914,18,an act reclassifying the salary and qualifications of certain employees in the judiciary and for other purposes,8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,111
240,18SBN-913,SBN-913,18,an act instituting policies for the protection and welfare of caregivers in the practice of their profession,8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,108
241,18SBN-912,SBN-912,18,"an act strengthening the office of the government corporate counsel by rationalizing and further professionalizing its organization, upgrading positions and appropriating funds therefor",8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,185
242,18SBN-911,SBN-911,18,"an act promoting open access in data transmission, providing additional powers to the national telecommunications commission, and for other purposes",8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,148
243,18SBN-910,SBN-910,18,"an act to professionalize the practice of prison management and set for that purpose the qualifications for superintendents of the national prison system and wardens of provincial, city or municipal jails",8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,204
244,18SBN-909,SBN-909,18,an act amending republic act no. 7880 otherwise known as 'an act providing for the fair and equitable allocation of the department of education budget for capital outlay',8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,170
245,18SBN-908,SBN-908,18,an act establishing the national defense university of the philippines and for other purposes,8/15/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/20/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,5,8,3,TRUE,TRUE,93
246,18SBN-907,SBN-907,18,an act mandating the posting of nutritional information on menu items of food service establishments,8/14/19,National,Pending in the Committee,"Binay, Maria Lourdes Nancy S.",8/19/19,FALSE,Nancy Binay,UNA,Majority,6,1,5,8,3,TRUE,TRUE,100
247,18SBN-906,SBN-906,18,"an act penalizing individuals who sell, give or in any way share any type of fireworks or firecrackers to minor children fifteen years old and below",8/14/19,National,Pending in the Committee,"Binay, Maria Lourdes Nancy S.",8/19/19,FALSE,Nancy Binay,UNA,Majority,6,1,5,8,3,TRUE,TRUE,148
248,18SBN-905,SBN-905,18,an act providing for a higher salary grade level and granting retirement benefits to all public school teachers and providing funds therefor,8/14/19,National,Pending in the Committee,"Pacquiao, Emmanuel ""Manny"" D.",8/19/19,FALSE,Manny Pacquiao,PDP_Laban,Majority,3,1,5,8,3,TRUE,TRUE,140
249,18SBN-904,SBN-904,18,"an act penalizing the imposition of a 'no permit, no exam' policy or any such policy that prohibits students of post-secondary and higher education from taking their midterm or final examination or other similar assessments due to unpaid tuition and other school fees",8/13/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/19/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,6,8,3,TRUE,TRUE,267
250,18SBN-903,SBN-903,18,"an act against the practice of 'endo' and contracting, amending for this purpose articles 106 to 109, 294 to 296 of and adding a new provision to presidential decree no. 442, otherwise known as the labor code of the philippines, as amended",8/13/19,National,Pending in the Committee,"Hontiveros, Risa",8/19/19,FALSE,Risa Hontiveros,Akbayan,Minority,3,1,6,8,3,TRUE,FALSE,239
251,18SBN-902,SBN-902,18,an act requiring multi-hazards maps and flood hazard maps in every local government unit and for other purpose,8/13/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/19/19,FALSE,Lito Lapid,NPC,Majority,15,1,6,8,3,TRUE,TRUE,110
252,18SBN-901,SBN-901,18,"an act establishing an 'adopt-a -wildlife species program', providing incentives therefor and for other purposes",8/13/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/19/19,FALSE,Lito Lapid,NPC,Majority,15,1,6,8,3,TRUE,TRUE,112
253,18SBN-900,SBN-900,18,an act declaring the last friday of every month as earth hour,8/13/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/19/19,FALSE,Lito Lapid,NPC,Majority,15,1,6,8,3,TRUE,TRUE,61
254,18SBN-899,SBN-899,18,"an act creating a cacao research and development center, authorizing the appropriation of funds therefor, and for other purposes",8/13/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/19/19,FALSE,Lito Lapid,NPC,Majority,15,1,6,8,3,TRUE,TRUE,128
255,18SBN-898,SBN-898,18,"an act establishing the mechanisms to ensure the availability of affordable college and post-graduate textbooks and supplemental materials for the poor, appropriating funds therefor, and for other purposes",8/13/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/19/19,FALSE,Lito Lapid,NPC,Majority,15,1,6,8,3,TRUE,TRUE,205
256,18SBN-897,SBN-897,18,"an act mandating the institutionalization, development, training, organization and administration of basic reserve officers training corps (rotc) in grades 11 and 12 in public and private educational institutions, further amending republic act no. 7077, otherwise known as the 'citizen armed force or armed forces of the philippines reservist act', as amended by republic act no. 9163, otherwise known as the national service training program and appropriating funds therefor",8/13/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/19/19,FALSE,Lito Lapid,NPC,Majority,15,1,6,8,3,TRUE,TRUE,475
257,18SBN-896,SBN-896,18,an act instituting a national comprehensive program on autism and for other purposes,8/13/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/19/19,FALSE,Lito Lapid,NPC,Majority,15,1,6,8,3,TRUE,TRUE,84
258,18SBN-895,SBN-895,18,an act establishing a green building standard for government building projects in the country,8/13/19,National,Pending in the Committee,"Lapid, Manuel ""Lito"" M.",8/19/19,FALSE,Lito Lapid,NPC,Majority,15,1,6,8,3,TRUE,TRUE,93
259,18SBN-894,SBN-894,18,"an act instituting reforms in real property valuation and assessment in the philippines, reorganizing the bureau of local government finance, and appropriating funds therefor",8/13/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/19/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,6,8,3,TRUE,TRUE,174
260,18SBN-893,SBN-893,18,"an act providing the rights accorded to victims of crimes, defining the duties of responsible officers and providing penalties therefor",8/13/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/19/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,6,8,3,TRUE,TRUE,135
261,18SBN-892,SBN-892,18,an act providing for a  magna carta for barangays,8/13/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/19/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,6,8,3,TRUE,TRUE,49
262,18SBN-891,SBN-891,18,"an act creating the aklan airport authority, and for other purposes",8/13/19,National,Pending in the Committee,"Revilla Jr., Ramon Bong",8/19/19,FALSE,Ramon Revilla Jr,Lakas,Majority,15,1,6,8,3,TRUE,TRUE,67
